split,cattle_id,image_path,lbp_0,lbp_1,lbp_2,lbp_3,lbp_4,lbp_5,lbp_6,lbp_7,lbp_8,lbp_9,lbp_10,lbp_11,lbp_12,lbp_13,lbp_14,lbp_15,lbp_16,lbp_17,gabor_0,gabor_1,gabor_2,gabor_3,gabor_4,gabor_5,gabor_6,gabor_7,gabor_8,gabor_9,gabor_10,gabor_11,gabor_12,gabor_13,gabor_14,gabor_15,gabor_16,gabor_17,gabor_18,gabor_19,gabor_20,gabor_21,gabor_22,gabor_23,blob_count,blob_mean_r,blob_density,mean_intensity,std_intensity
train,cattle-079,D:\Abhishek\split\train\cattle-079\IMG20230723075623.jpg,0.040955834,0.021922832,0.03142937,0.036790498,0.0379265,0.044602998,0.057039224,0.082708865,0.113081954,0.09251435,0.064393334,0.055624202,0.047452964,0.039401308,0.029137436,0.01682079,0.038962852,0.1492347,55.643517,136.8468,-92.55699,539.1225,5015.077,1925.737,125.55351,105.27648,1112.888,605.05176,5252.8535,1974.9487,55.92544,106.78038,-91.286644,450.45483,5015.787,1888.0667,125.3579,148.97787,1111.334,681.9827,5251.494,2008.1698,509.0,2.8058524,0.010144292,113.99059,55.342514
train,cattle-079,D:\Abhishek\split\train\cattle-079\IMG20230723075624.jpg,0.04165338,0.028300382,0.037248883,0.038604114,0.03669085,0.0417331,0.048907846,0.07346141,0.10706314,0.08430325,0.05875319,0.051100127,0.045021523,0.04296875,0.03531569,0.021962691,0.039919484,0.16699219,56.809456,191.12112,-92.499535,586.66876,5106.7153,1873.8778,127.71911,122.81672,1132.7118,606.48315,5347.5703,1920.2938,56.85052,79.41433,-93.64145,371.74176,5105.983,1821.0482,127.65522,126.00284,1132.0912,634.6497,5347.0474,1936.482,541.0,2.8094754,0.010782047,116.0782,54.454704
train,cattle-079,D:\Abhishek\split\train\cattle-079\IMG20230723075630.jpg,0.054408483,0.030094068,0.034299266,0.035574775,0.03511639,0.038743623,0.04542012,0.063596144,0.087910555,0.06939573,0.05317283,0.050223213,0.045141105,0.040896047,0.034638073,0.023776308,0.049904335,0.20768893,56.376823,181.713,-93.771996,591.5196,5075.3525,1974.2826,126.944435,146.4285,1125.1962,645.463,5315.134,2036.4369,56.34114,136.91946,-92.36981,525.54236,5076.235,1963.7947,127.0114,165.23941,1125.793,730.2638,5315.638,2077.3123,673.0,2.582306,0.013412787,115.348114,59.693096
train,cattle-079,D:\Abhishek\split\train\cattle-079\IMG20230723075633.jpg,0.042669803,0.029675541,0.036112882,0.034638073,0.038424745,0.042271204,0.055106025,0.074916296,0.09859295,0.08191167,0.059171714,0.05062181,0.0470743,0.039999202,0.031748246,0.021843113,0.041772958,0.17344946,62.745575,203.79875,-104.4433,660.5855,5658.268,2193.8254,141.52885,129.31944,1254.3165,699.4249,5925.3525,2270.1758,63.10644,87.66318,-103.74653,425.70428,5658.6016,2155.3103,141.60406,154.3124,1254.8483,751.1399,5925.821,2277.7922,593.0,2.7491312,0.0118184,128.58809,62.93941
train,cattle-079,D:\Abhishek\split\train\cattle-079\IMG20230723075634.jpg,0.038783483,0.025809152,0.03380102,0.038125798,0.03738839,0.045838647,0.056859855,0.08117427,0.10590721,0.08452248,0.06006856,0.048748404,0.04561942,0.03890306,0.032445792,0.019929847,0.041932397,0.16414222,64.870346,186.09483,-105.14859,690.89886,5802.885,2456.0186,145.06688,149.4919,1286.5254,795.6207,6076.1475,2545.718,64.50618,101.48042,-106.53814,490.13855,5802.1455,2427.6409,145.1092,182.8261,1286.9731,865.9739,6076.5356,2570.2844,576.0,2.8560486,0.011479592,131.91632,69.9347
train,cattle-080,D:\Abhishek\split\train\cattle-080\IMG20230723075728.jpg,0.025290975,0.013851244,0.020487882,0.029496174,0.036152743,0.05096062,0.067482464,0.11246413,0.16390306,0.12111368,0.0731824,0.057019293,0.039341517,0.027742347,0.019072864,0.0105628185,0.030373087,0.10150271,53.42901,81.96348,-87.524,338.555,4801.563,2111.5618,120.16771,70.87462,1065.1053,543.8572,5028.314,2182.2004,53.311737,34.623123,-88.56534,190.71312,4800.936,2068.382,120.04739,78.29267,1064.1201,561.00824,5027.458,2184.471,257.0,3.594689,0.0051219705,109.119736,52.244987
train,cattle-080,D:\Abhishek\split\train\cattle-080\IMG20230723075732.jpg,0.026327327,0.014190051,0.02102599,0.027722416,0.03535555,0.04908721,0.0667052,0.112145245,0.16942362,0.122608416,0.07427854,0.05343192,0.0392618,0.029137436,0.018514827,0.010024713,0.028898278,0.10186145,63.855713,85.55124,-105.24079,344.04837,5746.847,2045.2865,143.76294,72.51381,1274.1515,530.5317,6017.8916,2119.7932,63.88041,37.043243,-105.84724,198.50323,5746.4478,2009.153,143.77557,77.57323,1274.2444,538.77295,6017.9766,2114.4958,282.0,3.3568769,0.005620217,130.5974,50.83651
train,cattle-080,D:\Abhishek\split\train\cattle-080\IMG20230723075733.jpg,0.026885364,0.014110331,0.021484375,0.030432876,0.03509646,0.048270088,0.063616075,0.10582749,0.16581632,0.12408323,0.07061145,0.053989954,0.039660394,0.029555963,0.019471461,0.011260363,0.033761162,0.106066644,57.17536,80.50206,-95.58613,347.99014,5138.7456,2134.1658,128.69875,68.76409,1139.7549,533.7632,5382.1587,2208.7454,57.130302,36.767315,-95.06162,178.9902,5139.12,2093.205,128.56062,70.88362,1138.6322,536.98773,5381.184,2203.7393,230.0,3.4079468,0.004583865,116.75095,52.205418
train,cattle-080,D:\Abhishek\split\train\cattle-080\IMG20230723075734.jpg,0.025589924,0.01432956,0.022002552,0.029117506,0.035853796,0.049007494,0.064911515,0.10911591,0.16368383,0.12398358,0.06949538,0.050143495,0.040935904,0.02983498,0.020188935,0.010821907,0.034598213,0.10638552,52.01691,75.63266,-86.04809,310.9436,4678.0776,2149.2449,117.08113,66.96439,1037.2281,523.833,4898.892,2226.1218,51.950344,33.42838,-86.66581,158.46387,4677.7188,2114.6064,117.05339,69.054855,1036.996,535.6828,4898.6978,2227.932,228.0,3.614618,0.0045440053,106.29349,51.942684
train,cattle-080,D:\Abhishek\split\train\cattle-080\IMG20230723075735.jpg,0.02871891,0.0144690685,0.024015466,0.027682558,0.03653141,0.04940609,0.064034596,0.107362084,0.16165099,0.117865115,0.070073344,0.05193718,0.03794643,0.02985491,0.020169005,0.012436224,0.03493702,0.110909596,51.632126,90.09162,-85.53139,337.44073,4653.405,2111.718,116.381645,76.46394,1031.8567,536.8367,4873.212,2188.017,51.827168,39.886707,-84.59648,196.1222,4653.932,2078.2214,116.40706,77.44469,1032.0636,549.17236,4873.384,2188.18,255.0,3.5064175,0.005082111,105.77501,52.194893
train,cattle-080,D:\Abhishek\split\train\cattle-080\IMG20230723075736.jpg,0.027642697,0.014209981,0.021902902,0.027981505,0.03539541,0.050502233,0.06632653,0.10801977,0.16051498,0.12292729,0.06983418,0.053132974,0.041753028,0.02985491,0.017916933,0.010224012,0.034558356,0.10730229,51.354805,84.34429,-83.84957,331.19727,4619.065,2054.4736,115.527756,70.07746,1024.2053,514.7522,4836.644,2119.8098,51.29821,38.070923,-85.21143,187.09485,4618.2183,2015.5253,115.52392,74.09612,1024.1229,535.70264,4836.624,2129.2466,255.0,3.4752219,0.005082111,104.97435,50.73287
train,cattle-080,D:\Abhishek\split\train\cattle-080\IMG20230723075737.jpg,0.025809152,0.013871173,0.0234375,0.03121014,0.035415336,0.045739,0.061682876,0.10943479,0.16635443,0.11822385,0.07069117,0.050502233,0.040636957,0.029635683,0.02094627,0.0108617665,0.03507653,0.110471144,48.85137,78.45884,-82.30951,339.1796,4436.3745,2164.996,110.99495,66.992775,983.7907,527.3088,4646.2812,2237.0232,49.4415,35.652256,-80.35808,171.62967,4437.4443,2127.9573,111.01133,70.035774,983.9009,549.0669,4646.3955,2245.661,201.0,3.8864484,0.004005899,100.81412,52.65942
train,cattle-081,D:\Abhishek\split\train\cattle-081\IMG20230723075836.jpg,0.047213808,0.022979114,0.028300382,0.033242986,0.037069514,0.044563137,0.05462771,0.080935106,0.10722258,0.0899434,0.06285874,0.049127072,0.040636957,0.038006216,0.029157367,0.018494898,0.045260683,0.17036033,57.4965,139.09715,-93.62797,431.8958,5162.2227,2091.5146,129.14963,111.92075,1145.3641,566.51215,5406.081,2155.1736,57.437,87.018326,-94.40607,310.98502,5161.737,2054.0754,128.99768,144.81375,1144.153,617.58057,5405.027,2177.0352,500.0,2.8245378,0.009964923,117.35272,55.22196
train,cattle-081,D:\Abhishek\split\train\cattle-081\IMG20230723075837.jpg,0.048708547,0.024254624,0.03001435,0.034797512,0.03661113,0.042470504,0.051120058,0.075733416,0.10592714,0.09038185,0.056660555,0.046516262,0.03930166,0.038364954,0.02995456,0.020986129,0.04693479,0.18126196,57.213737,151.09645,-93.35205,467.9609,5151.1675,2110.2373,128.7727,114.990585,1142.1866,576.32874,5393.8213,2173.6145,57.37699,84.90022,-94.10426,289.96426,5150.633,2064.1824,128.8088,138.40405,1142.4615,613.46826,5394.0547,2186.2383,518.0,2.7816732,0.01032366,117.097374,55.885117
train,cattle-081,D:\Abhishek\split\train\cattle-081\IMG20230723075838.jpg,0.045898438,0.021743463,0.029356664,0.033223055,0.03754783,0.043765943,0.053691007,0.08410396,0.11055086,0.09470663,0.05966996,0.046316963,0.039481025,0.038564254,0.028001435,0.018714126,0.044563137,0.17010124,59.09817,139.99443,-95.46384,434.09738,5281.734,2187.568,132.0169,114.01096,1171.2932,591.00336,5530.6484,2256.9558,58.8687,82.67347,-96.328705,293.28918,5281.231,2143.1233,132.0216,132.82906,1171.3367,620.55804,5530.6714,2267.4392,522.0,2.755278,0.01040338,120.10246,56.908066
train,cattle-082,D:\Abhishek\split\train\cattle-082\IMG20230723075859.jpg,0.040876117,0.017677775,0.027204242,0.03477758,0.0405971,0.049565528,0.05968989,0.08468192,0.111308195,0.090919964,0.06124442,0.052853953,0.043287627,0.037647482,0.029575894,0.018714126,0.050123565,0.14925462,51.562977,133.19714,-85.42078,428.36053,4643.9355,2104.1829,116.240234,116.97049,1030.2462,578.1523,4863.7227,2184.6892,51.699806,66.17351,-84.89649,301.41177,4644.229,2084.3662,116.09883,115.10384,1029.266,616.14307,4862.8765,2198.708,513.0,2.5896235,0.010224012,105.54869,54.594204
train,cattle-082,D:\Abhishek\split\train\cattle-082\IMG20230723075859_01.jpg,0.036930006,0.02072704,0.032226562,0.038205516,0.04055724,0.04571907,0.057378028,0.085220024,0.112145245,0.09462691,0.06415418,0.052714445,0.046077807,0.04029815,0.03115035,0.0182956,0.042450573,0.14112325,54.12113,124.81732,-88.24408,410.632,4852.3716,2139.8406,121.40713,83.62681,1076.7665,564.2141,5081.8867,2221.3228,54.037533,45.22476,-88.48573,261.3117,4852.262,2118.0679,121.231895,118.98819,1075.3838,617.9479,5080.6753,2232.6045,494.0,2.8073142,0.009845344,110.3181,54.587486
train,cattle-082,D:\Abhishek\split\train\cattle-082\IMG20230723075903.jpg,0.047213808,0.022899395,0.033561863,0.036870215,0.03629225,0.04314812,0.051299427,0.071029976,0.10231984,0.084004305,0.05460778,0.046117667,0.042430643,0.041254785,0.03368144,0.022939254,0.049984057,0.18034518,57.069664,142.15643,-92.987114,463.6372,5130.015,2116.6565,128.27347,113.56442,1137.7173,578.4906,5371.9,2192.4814,57.044483,80.675804,-93.62933,289.07455,5129.607,2085.133,128.25829,142.94672,1137.6097,622.7085,5371.7935,2201.716,585.0,2.7169218,0.01165896,116.62038,55.752197
train,cattle-082,D:\Abhishek\split\train\cattle-082\IMG20230723075904.jpg,0.036730707,0.020587532,0.029276945,0.036949936,0.042171557,0.05169802,0.059091996,0.08386479,0.10799984,0.0899434,0.06132414,0.054109536,0.04561942,0.041394293,0.030113999,0.018375318,0.045121174,0.1456274,56.2409,132.36684,-91.833,450.69653,5035.9624,2131.9185,125.96275,100.444046,1116.9185,582.53845,5273.73,2215.9692,56.004242,55.77119,-92.1319,292.6092,5035.8237,2114.908,125.909836,123.86599,1116.5265,632.3856,5273.385,2228.315,498.0,2.801804,0.009925064,114.48476,55.280827
train,cattle-082,D:\Abhishek\split\train\cattle-082\IMG20230723075905_01.jpg,0.04671556,0.02082669,0.029555963,0.035973374,0.04033801,0.049206793,0.057776626,0.078702964,0.09329161,0.08201132,0.05996891,0.052734375,0.04563935,0.04183275,0.030771684,0.01933195,0.04705437,0.1682677,59.42441,122.547455,-97.68557,470.21515,5339.3887,2153.695,133.60829,121.25717,1184.4386,598.1271,5591.7725,2236.044,59.457554,93.34921,-97.926216,346.45715,5339.225,2136.11,133.48694,139.70384,1183.428,653.6674,5590.89,2253.4595,589.0,2.6615548,0.01173868,121.36224,56.889854
train,cattle-082,D:\Abhishek\split\train\cattle-082\IMG20230723075906.jpg,0.041992188,0.019710619,0.030253507,0.036212534,0.039321586,0.046336893,0.056939572,0.083525985,0.11198581,0.09251435,0.06158323,0.05189732,0.04542012,0.038404815,0.030532526,0.018913426,0.042311065,0.15214445,54.158054,137.25662,-89.525055,495.01068,4881.892,2062.9492,122.141396,109.12184,1082.6729,572.43304,5112.4863,2132.534,54.300373,71.90987,-89.369896,321.71912,4881.947,2038.5762,122.103645,135.74837,1082.3738,643.7306,5112.216,2158.184,501.0,2.7659729,0.009984854,110.95043,54.922165
train,cattle-086,D:\Abhishek\split\train\cattle-086\IMG20230723080130_01.jpg,0.038763553,0.016043527,0.026805645,0.03268495,0.038584184,0.04563935,0.06261958,0.09213568,0.1343471,0.104811065,0.064891584,0.050063774,0.04163345,0.035873726,0.02493224,0.014170121,0.041753028,0.13424745,69.51428,130.20651,-114.58588,491.94092,6249.9424,2445.4197,156.31915,114.30868,1385.743,676.31757,6544.8853,2544.3083,69.452576,81.47,-114.34384,375.27432,6250.1216,2419.004,156.35266,135.91354,1386.0472,701.7446,6545.1855,2541.2668,504.0,2.8315837,0.010044643,142.05115,63.114956
train,cattle-086,D:\Abhishek\split\train\cattle-086\IMG20230723080131.jpg,0.03649155,0.018355388,0.026965084,0.033103477,0.035415336,0.045101244,0.06004863,0.09608179,0.1457669,0.109574296,0.05966996,0.044842154,0.036551338,0.03509646,0.028858418,0.015943877,0.038624045,0.13351004,67.41329,148.07188,-111.00823,500.43576,6056.4736,2411.7468,151.48155,110.26006,1343.2577,655.31366,6342.696,2498.9832,67.40149,70.3642,-110.09941,335.38602,6057.038,2372.0874,151.45128,131.88832,1342.9991,678.4215,6342.475,2498.8225,489.0,2.8045676,0.009745695,137.6851,62.14192
train,cattle-087,D:\Abhishek\split\train\cattle-087\IMG20230723080147.jpg,0.04310826,0.023955677,0.032186702,0.034697864,0.037288744,0.04536033,0.057816487,0.0771883,0.10277822,0.0876714,0.061364,0.05215641,0.040915977,0.03669085,0.027921716,0.020188935,0.046157524,0.17255262,56.40215,160.35495,-92.481865,512.4466,5064.9355,2278.519,126.67013,140.83163,1123.3108,689.90784,5304.0815,2375.2634,56.3635,92.672195,-92.311714,379.73425,5065.0527,2253.0361,126.64645,133.54413,1123.1082,665.7448,5303.9453,2363.854,504.0,2.7621357,0.010044643,115.142876,61.13315
train,cattle-087,D:\Abhishek\split\train\cattle-087\IMG20230723080148_01.jpg,0.042390786,0.026985012,0.03398039,0.035933513,0.038564254,0.04571907,0.052515145,0.07714844,0.09851323,0.08229034,0.058872767,0.04928651,0.042510364,0.038763553,0.032206632,0.021145567,0.04557956,0.17759487,59.415237,175.80153,-97.91044,612.23755,5333.2183,2324.114,133.41383,155.43636,1182.7476,793.5664,5585.2383,2440.7034,59.347946,94.15564,-97.46185,436.64523,5333.543,2299.4739,133.3804,141.61118,1182.4908,715.2112,5585.0103,2400.0564,553.0,2.722617,0.011021205,121.22895,64.80123
train,cattle-088,D:\Abhishek\split\train\cattle-088\IMG20230723080204.jpg,0.05584343,0.037428252,0.039680324,0.03908243,0.035813935,0.038026147,0.04430405,0.05331234,0.060148276,0.055444833,0.042689733,0.042091835,0.03928173,0.04021843,0.04015864,0.033262916,0.058155295,0.2450574,67.49083,216.08644,-110.762344,658.4367,6062.0376,2386.9683,151.55627,180.9256,1343.4847,774.5855,6347.44,2465.0413,67.370056,145.40102,-111.48356,499.25143,6061.6514,2337.292,151.71005,197.91954,1344.7844,812.38135,6348.5244,2476.4673,780.0,2.6781669,0.015545281,137.77188,69.935974
train,cattle-088,D:\Abhishek\split\train\cattle-088\IMG20230723080210.jpg,0.04709423,0.03475765,0.03995934,0.04185268,0.037049584,0.042450573,0.05054209,0.060845822,0.06821986,0.059590243,0.049804688,0.046536192,0.043327488,0.03997927,0.035993304,0.029496174,0.05205676,0.22044404,68.99288,224.11678,-113.496376,736.3845,6205.817,2241.2166,155.14423,200.4189,1376.0123,835.0406,6498.656,2315.2358,69.455635,144.80905,-112.59808,636.14935,6206.219,2217.1045,155.20058,190.49033,1376.549,884.6116,6499.0767,2353.8474,723.0,2.807889,0.014409279,141.10236,70.63951
train,cattle-090,D:\Abhishek\split\train\cattle-090\IMG20230723082749.jpg,0.025310906,0.015943877,0.025370695,0.033581793,0.036092952,0.04685507,0.0678412,0.108797036,0.14337532,0.119220346,0.076132014,0.05486687,0.039999202,0.033402424,0.02214206,0.011798469,0.028958067,0.1103117,50.929115,68.30449,-84.64567,323.77002,4594.123,2039.9711,114.81198,59.30846,1017.94244,508.61914,4810.5537,2107.0603,51.16574,39.137215,-83.48732,247.03175,4594.8,2037.6006,115.02411,107.63369,1019.669,607.78516,4812.0664,2153.662,254.0,3.6997828,0.005062181,104.419365,51.68607
train,cattle-090,D:\Abhishek\split\train\cattle-090\IMG20230723082752.jpg,0.035574775,0.020089285,0.030592315,0.033502072,0.03555485,0.044742506,0.06004863,0.09038185,0.12069515,0.106066644,0.07077089,0.05446827,0.043466996,0.036013234,0.025629783,0.015425702,0.037288744,0.1396883,49.666992,118.50452,-83.15115,446.2449,4474.7764,1926.3159,111.93838,75.93665,991.471,513.35077,4685.793,1967.4897,49.75491,46.740417,-82.613,238.0469,4475.102,1874.1896,112.07906,100.507935,992.61664,565.3769,4686.7915,1996.7151,363.0,2.9496872,0.0072345342,101.66918,50.287067
train,cattle-090,D:\Abhishek\split\train\cattle-090\IMG20230723082753.jpg,0.044941805,0.023158481,0.029137436,0.03276467,0.0363919,0.044383768,0.055723853,0.075354755,0.09345105,0.09000319,0.06945552,0.059091996,0.045998085,0.03902264,0.029097576,0.017598055,0.046875,0.16755022,38.34317,90.37367,-63.072628,320.5423,3454.1887,1632.516,86.43005,78.46759,766.2867,447.93842,3617.4382,1689.1516,38.45218,59.573677,-63.181023,235.69319,3454.0823,1616.4064,86.353,102.97301,765.64276,490.95248,3616.8657,1707.5513,371.0,2.8289034,0.0073939734,78.50927,42.89213
train,cattle-092,D:\Abhishek\split\train\cattle-092\IMG20230723083011.jpg,0.024374202,0.009944994,0.021125637,0.028858418,0.036810428,0.057378028,0.07537468,0.11720743,0.16689254,0.12075494,0.06979433,0.051279496,0.03890306,0.028778698,0.01833546,0.009865275,0.030731823,0.09359056,59.386147,66.091,-98.22019,319.65073,5351.0347,2319.1123,133.85115,70.62695,1186.5673,585.391,5603.725,2411.3682,59.564796,30.947983,-97.7392,175.48425,5351.281,2285.135,133.85281,67.92437,1186.6044,566.2927,5603.734,2401.7139,259.0,3.663168,0.00516183,121.62112,55.670074
train,cattle-092,D:\Abhishek\split\train\cattle-092\IMG20230723083012.jpg,0.03406011,0.018634407,0.026446907,0.037328605,0.04595823,0.060945474,0.072704084,0.093112245,0.106983416,0.087472096,0.059650034,0.046336893,0.04017857,0.03517618,0.03130979,0.018375318,0.048828125,0.13649952,62.352364,144.48715,-105.29186,550.9455,5615.127,2204.4597,140.57037,101.281494,1245.458,644.95294,5881.612,2280.7664,62.621056,57.80058,-101.845245,330.76154,5617.1963,2163.0454,140.49413,109.72651,1244.8417,653.69806,5881.0903,2283.2039,506.0,2.951402,0.010084502,127.623184,58.2462
train,cattle-092,D:\Abhishek\split\train\cattle-092\IMG20230723083013.jpg,0.04298868,0.023118623,0.029296875,0.038424745,0.04288903,0.054249045,0.06323741,0.080098055,0.093052454,0.07629146,0.051817603,0.043646365,0.037109375,0.03627232,0.034817442,0.0247728,0.049386162,0.17853157,63.913948,162.08995,-107.84971,590.7255,5768.8164,2349.6511,144.48837,128.73463,1279.3855,713.2042,6042.196,2440.1367,64.12672,85.65775,-106.39263,367.2038,5769.6978,2304.5063,144.37085,123.986176,1278.439,690.9945,6041.361,2426.572,583.0,2.7326102,0.0116191,131.0534,62.82925
train,cattle-092,D:\Abhishek\split\train\cattle-092\IMG20230723083013_01.jpg,0.036730707,0.017299106,0.026546557,0.033940528,0.04428412,0.059211574,0.071807235,0.08908641,0.114795916,0.09193639,0.061084982,0.049944196,0.042350926,0.03521604,0.02722417,0.017299106,0.04314812,0.1380939,63.87537,110.17086,-107.69019,478.18442,5766.301,2325.9194,144.23051,113.32143,1277.9374,671.6588,6038.81,2417.3875,64.27491,77.47373,-105.0237,343.84784,5767.852,2290.794,144.39954,98.997375,1279.291,645.02325,6039.9727,2410.3337,511.0,2.8747833,0.010184152,131.0422,59.696224
train,cattle-098,D:\Abhishek\split\train\cattle-098\IMG20230807185111.jpg,0.05187739,0.024952168,0.03531569,0.03900271,0.041753028,0.04410475,0.051359214,0.061882176,0.07940051,0.07284359,0.056979433,0.056700416,0.047293525,0.040896047,0.033103477,0.02094627,0.052634727,0.18895487,67.69252,120.91559,-111.74092,451.97964,6087.764,1970.372,152.14392,129.76021,1348.5923,643.39026,6374.028,2069.5664,67.720764,128.87064,-111.80765,416.25162,6087.7046,1957.7244,152.45064,137.46045,1351.0743,611.689,6376.21,2041.8352,628.0,2.6660066,0.0125159435,138.35626,54.87792
train,cattle-099,D:\Abhishek\split\train\cattle-099\IMG20230807185259.jpg,0.027702488,0.014429209,0.023058834,0.03005421,0.034817442,0.055245537,0.07463728,0.11080995,0.14554767,0.114417255,0.06907685,0.05072146,0.042131696,0.033043686,0.021803252,0.011200574,0.030492665,0.11080995,73.29535,71.27077,-121.08401,331.86874,6589.1836,1959.895,164.86975,83.17339,1461.8313,545.0852,6901.089,2042.1156,73.3414,56.224136,-119.73281,287.3417,6590.035,1943.9781,164.73215,79.029785,1460.683,527.71594,6900.119,2033.6207,340.0,3.6093643,0.006776148,149.78659,49.902775
train,cattle-100,D:\Abhishek\split\train\cattle-100\IMG20230807185352.jpg,0.038006216,0.023616869,0.030113999,0.036212534,0.038942922,0.046595983,0.059052136,0.086136796,0.119977675,0.094447546,0.06505102,0.05094069,0.04278938,0.0363919,0.02734375,0.017518336,0.0386639,0.14819834,64.22894,156.146,-104.25549,534.72406,5759.6064,2015.183,144.11137,124.3779,1278.2793,683.9981,6031.9727,2102.1677,64.06881,91.32059,-105.13523,407.84604,5759.081,1966.9622,143.86635,117.029175,1276.2762,600.6108,6030.1816,2055.5176,526.0,2.980334,0.010483099,130.94377,56.488644
train,cattle-101,D:\Abhishek\split\train\cattle-101\IMG20230807185607.jpg,0.038504463,0.018873565,0.025649713,0.034478635,0.040258292,0.055404976,0.07563377,0.093112245,0.10158243,0.08290816,0.06371572,0.056780133,0.046536192,0.038364954,0.027084662,0.016442124,0.03882334,0.14584662,59.210255,106.6044,-94.56797,393.12036,5300.1475,2421.1555,132.39175,102.37004,1175.456,645.1876,5549.458,2519.39,59.105743,70.67084,-96.14772,298.67786,5299.1685,2387.765,132.41985,95.859245,1175.6874,626.4479,5549.677,2505.7498,458.0,2.9133418,0.00912787,120.54317,60.48182
train,cattle-101,D:\Abhishek\split\train\cattle-101\IMG20230807185629.jpg,0.034897164,0.018893495,0.026825573,0.03140944,0.03890306,0.05207669,0.07152822,0.09620137,0.109135844,0.08725287,0.067940846,0.056281887,0.043088328,0.03661113,0.02592873,0.016701212,0.04013871,0.14618543,64.92683,101.308136,-106.15442,389.43753,5832.487,2630.3853,145.86542,99.108475,1293.5334,670.6865,6107.6836,2728.143,64.973885,67.03855,-106.51138,272.56107,5832.2334,2592.1855,145.81918,99.55334,1293.2584,675.29095,6107.4834,2729.7905,409.0,3.1249278,0.008151308,132.59048,64.6657
train,cattle-101,D:\Abhishek\split\train\cattle-101\IMG20230807185630.jpg,0.026267538,0.012735172,0.020667251,0.029675541,0.03780692,0.056242026,0.07838409,0.11112883,0.13645966,0.11617108,0.07421875,0.05819515,0.042111766,0.030074138,0.018753987,0.010263871,0.037029654,0.10381457,50.276306,53.76939,-82.75891,294.5919,4530.108,2629.3425,113.36933,76.27079,1005.3131,647.8399,4744.5435,2743.173,50.50363,52.205563,-82.45198,223.18295,4530.2295,2605.2017,113.19721,88.304634,1003.92316,636.7203,4743.3413,2729.1067,222.0,3.905809,0.0044244262,102.97702,62.845894
train,cattle-103,D:\Abhishek\split\train\cattle-103\IMG20230807185842.jpg,0.0495456,0.02463329,0.029994419,0.03890306,0.0394611,0.048648756,0.054966517,0.06941566,0.08171237,0.076211736,0.057039224,0.050302934,0.04288903,0.040915977,0.030632176,0.021524236,0.051299427,0.1919045,53.252445,99.16449,-87.61711,386.4143,4787.412,2120.58,119.68604,114.81506,1061.2905,619.96796,5013.1616,2209.3728,53.23763,84.72231,-87.269554,336.76123,4787.654,2095.3467,119.7767,111.45436,1062.0183,607.7503,5013.7847,2204.5151,601.0,2.7195961,0.011977838,108.82717,55.07976
train,cattle-103,D:\Abhishek\split\train\cattle-103\IMG20230807185843.jpg,0.04334742,0.018534757,0.029376594,0.038723692,0.042629942,0.054069676,0.06409439,0.081333704,0.09165736,0.08428332,0.06716359,0.05638154,0.04813058,0.039620537,0.028858418,0.016541773,0.043068398,0.15218431,52.33555,76.43272,-85.81215,320.30466,4706.0557,2110.5273,117.70866,93.88275,1044.1024,592.2557,4928.5786,2205.5742,52.44329,71.69699,-85.271736,326.65063,4706.36,2097.3586,117.617,105.030396,1043.3517,591.1312,4927.923,2200.761,509.0,2.8402352,0.010144292,106.99609,53.37187
train,cattle-103,D:\Abhishek\split\train\cattle-103\IMG20230807185847.jpg,0.033960458,0.014508928,0.023776308,0.03406011,0.04450335,0.060566805,0.07322226,0.09550383,0.11473613,0.10058594,0.07320233,0.060008768,0.04856904,0.034458704,0.023297992,0.01169882,0.03475765,0.11858259,68.683105,51.37555,-112.73852,276.21402,6174.6455,2227.5977,154.39813,88.84405,1369.0103,606.0981,6465.798,2332.294,68.73251,70.35705,-112.93038,341.5481,6174.5063,2226.9236,154.44914,83.27545,1369.4348,593.5005,6466.1704,2328.952,410.0,3.1341214,0.008171237,140.35449,55.294815
train,cattle-104,D:\Abhishek\split\train\cattle-104\IMG20230807185936.jpg,0.047154017,0.024214763,0.030990912,0.035574775,0.04159359,0.052873883,0.060507014,0.0752551,0.081831954,0.07288345,0.0535515,0.0470743,0.04189254,0.039500955,0.03250558,0.02341757,0.052814096,0.186364,46.72781,83.84476,-77.078674,331.24576,4200.144,2246.3545,105.0568,118.65851,931.22205,621.4821,4398.34,2342.128,46.731884,93.76917,-77.03755,339.73245,4200.166,2229.837,105.07599,108.93544,931.39636,609.4888,4398.5117,2341.9487,574.0,2.6534984,0.011439732,95.45908,57.022232
train,cattle-104,D:\Abhishek\split\train\cattle-104\IMG20230807185937.jpg,0.028340243,0.015146684,0.02339764,0.03274474,0.04159359,0.061722737,0.07517538,0.105249524,0.12842794,0.09867267,0.064532846,0.05359136,0.04310826,0.034877233,0.025171397,0.012894611,0.04049745,0.11485571,46.2231,82.08315,-78.26269,339.04858,4192.2036,2263.2334,104.916374,73.04426,929.3081,569.39703,4390.4336,2350.388,46.65381,31.479097,-76.715096,200.64493,4193.06,2234.8877,104.96827,76.01044,929.7237,577.4739,4390.809,2353.988,323.0,3.1507847,0.0064373408,95.241905,54.768852
